d2 phi1 phi2 r1 r2
0.0 0.0 60.0 1.7 1.7
0.0030303030303030303 0.30303030303030304 60.303030303030305 1.706060606060606 1.706060606060606
0.006060606060606061 0.6060606060606061 60.60606060606061 1.7121212121212122 1.7121212121212122
0.00909090909090909 0.9090909090909092 60.90909090909091 1.718181818181818 1.718181818181818
0.012121212121212121 1.2121212121212122 61.21212121212121 1.7242424242424241 1.7242424242424241
0.015151515151515152 1.5151515151515154 61.515151515151516 1.7303030303030302 1.7303030303030302
0.01818181818181818 1.8181818181818183 61.81818181818182 1.7363636363636363 1.7363636363636363
0.021212121212121213 2.1212121212121215 62.121212121212125 1.7424242424242424 1.7424242424242424
0.024242424242424242 2.4242424242424243 62.42424242424242 1.7484848484848485 1.7484848484848485
0.02727272727272727 2.7272727272727275 62.72727272727273 1.7545454545454544 1.7545454545454544
0.030303030303030304 3.0303030303030307 63.03030303030303 1.7606060606060605 1.7606060606060605
0.03333333333333333 3.3333333333333335 63.333333333333336 1.7666666666666666 1.7666666666666666
0.03636363636363636 3.6363636363636367 63.63636363636364 1.7727272727272727 1.7727272727272727
0.0393939393939394 3.93939393939394 63.93939393939394 1.7787878787878788 1.7787878787878788
0.04242424242424243 4.242424242424243 64.24242424242425 1.7848484848484847 1.7848484848484847
0.045454545454545456 4.545454545454546 64.54545454545455 1.7909090909090908 1.7909090909090908
0.048484848484848485 4.848484848484849 64.84848484848484 1.7969696969696969 1.7969696969696969
0.05151515151515152 5.151515151515152 65.15151515151516 1.803030303030303 1.803030303030303
0.05454545454545454 5.454545454545455 65.45454545454545 1.809090909090909 1.809090909090909
0.05757575757575758 5.757575757575758 65.75757575757575 1.8151515151515152 1.8151515151515152
0.06060606060606061 6.060606060606061 66.06060606060606 1.821212121212121 1.821212121212121
0.06363636363636363 6.363636363636364 66.36363636363636 1.8272727272727272 1.8272727272727272
0.06666666666666667 6.666666666666667 66.66666666666667 1.8333333333333333 1.8333333333333333
0.0696969696969697 6.969696969696971 66.96969696969697 1.8393939393939394 1.8393939393939394
