d2 phi1 phi2 r1 r2
0.0 0.0 60.0 1.7 1.7
0.025 2.5 77.5 1.95 2.05
0.3 30.0 90.0 2.3 2.3
0.275 22.5 82.5 1.85 2.25
0.075 27.5 67.5 1.75 1.75
0.125 12.5 87.5 2.15 1.85
0.17500000000000002 7.5 62.5 2.25 2.15
0.0 15.0 75.0 2.0 2.0
0.225 17.5 72.5 2.05 1.95
0.3 15.0 75.0 2.0 2.0
0.15 15.0 75.0 2.0 2.0
0.15 0.0 75.0 2.0 2.0
0.15 30.0 75.0 2.0 2.0
0.15 15.0 75.0 1.7 2.0
0.15 15.0 60.0 2.0 2.0
0.15 15.0 75.0 2.3 2.0
0.15 15.0 90.0 2.0 2.0
0.15 15.0 75.0 2.0 1.7
0.15 15.0 75.0 2.0 2.3
0.1646440511781974 19.37682339199968 83.75175114247996 1.7522775798209245 2.2871710053396583
0.2834006751148752 13.684509966496456 78.50801990624271 2.118578717556358 1.777355778592912
0.1315804540386961 19.593249763961953 63.31125423492915 2.1925959379087607 1.9811907209886208
0.03605896836395067 1.9244248904635308 62.81821532275325 1.7790787174426352 1.7120645277124962
0.07462594305598741 28.582470345509552 84.41393459107431 2.1155189540466592 1.954313029134908
0.005757959492800058 12.863061028372984 77.22975746548738 1.9205371220287375 1.7601361323873803
0.03714599485483245 2.0750098636541416 89.26564515008656 1.802977806356864 2.1762186220144524
0.009551678859392352 28.026419937743807 69.35834986438806 2.1437304770295724 1.9606499753348725
0.007403618517399369 26.900138791210264 60.619529983971866 2.198629073141714 1.8113815665835715
0.2842111771466773 0.7698815416359472 68.32886118884197 1.7792408638070918 1.7869086556060263
0.075 14.770160600411732 76.94352074118902 1.85 2.15
0.18913438106003733 0.3971057327669847 74.92174096495988 1.8139087471416544 2.283751693413878
0.07499999999999997 8.455358620794293 70.42800982752344 2.15 2.15
0.11397808677003615 23.360861878233102 68.184657072734 2.179877530742371 2.2756600045000552
0.07500000000000001 13.157497441882803 70.6531224418828 1.85 1.85
0.17729524959710544 24.623013621039448 71.95302775859032 1.7199827759280175 1.8111393951417103
0.029884479066381395 6.982323878371705 62.04222221924161 1.7072217337385924 1.9454324572238368
0.225 11.552276458624284 73.87998268154377 2.15 2.15
0.2976033730243422 20.693047952332517 71.37170688232284 1.9695749892126424 2.2655501598187584
0.2098725180674254 8.783820943215567 71.48424177473562 2.0553382512571017 1.9732664896700158
0.1000522397373826 13.384065379776056 78.67153285698015 2.227540857818796 1.704730462105064
0.11180372094629866 0.7293959913047332 63.471096999812815 1.7016219283361016 1.7101230040220237
0.13261069131897754 12.309046880703768 89.41740398361847 2.2539836407334977 1.804863202496564
0.26589139982596793 13.207912584884756 61.7983289474872 2.103549386777913 1.9823893695283457
0.1821748122034623 11.03782741611124 62.90411859535123 2.2995667963533024 2.285735398072292
0.2293685923073125 7.257051126044544 63.51961441154433 2.261499248130073 2.110960663210136
0.14933307234760254 1.7560476670667635 72.71119060366419 1.9398872840055983 1.939496687152864
0.03314313329752342 22.11762727789432 88.77426755933925 1.9425461707635552 2.0108898882747046
0.024159601041553225 1.9844838635086413 83.20366633347092 2.0169404535071216 1.7173715294161762
0.225 14.942745953760705 72.4428709537607 2.1500000000000026 2.150000000000002
0.08016210955869559 9.547005275311873 86.42034369141237 2.1751277417785406 2.2536539661352193
0.08822299871494982 4.172181034458385 64.69150046603889 2.040930556201907 2.259536722314404
0.1919115318225381 28.630014461780764 78.64996309359773 1.809819975247953 1.7003275789381973
0.24086801146840026 19.1238683211662 68.78665695081044 2.1904034668769725 1.9241066084934104
0.2211835739142504 5.310173447024877 87.69915922676124 1.7886808004392345 1.8113107385139056
0.225 13.009233906875416 75.24401892223935 2.15 1.85
0.225 18.990172871091076 76.49629787109106 2.15 1.85
0.07500000000000198 14.108664446061061 75.91322564475574 2.15 1.85
0.04870738437380003 15.665276070063571 63.34488171896147 2.1378965813175603 2.263496545452422
0.059177842290221286 27.651572006125 74.77084220072652 1.7073026941659553 1.7586058204686343
0.17786408123434727 26.385644490711908 77.46959199156166 1.9469693081682549 1.8415005344633808
0.03880672831160988 21.581671860119208 75.77426859230171 1.7145636227732366 2.281523523030611
0.07968976426243418 6.983180165433363 81.14844185768278 1.7499745878313997 1.7003985311541223
0.07939487940084007 23.23502864652606 61.28718571207674 1.7721664069876817 1.7102362917554583
0.278787501470935 15.569697611592956 72.70762910142913 2.0132374524093586 2.211085149654345
0.07499999999999035 17.343659980206315 74.83928498020632 1.8500000000000003 1.85
0.0073731072920898205 28.667051819412627 82.53096898604757 1.710857814920885 1.8794921867262893
0.2833877155266372 12.691633204983635 87.83928499795073 1.9217141240837896 1.71167748038558
0.09255838786632016 10.328674940968169 61.235393739843644 2.001471844587738 2.28979948094992
0.061086279623169586 10.729171045446565 62.573838015595044 1.790738134984451 2.2830578456683703
0.17949479080940614 27.49020989509723 88.65140043018849 2.083165506584848 2.1717130996790357
0.1646538985398502 8.765320955025661 69.9380664087818 1.7148614348235491 1.760140062454474
0.1306060398975471 2.9343048443715825 71.88668233985231 2.2799450641544983 1.7085509090901774
0.013371333296299227 12.0134560420777 67.12569413959051 2.269567940025885 1.9482681319149595
0.2430906244629697 22.997731518184747 76.44768845826262 2.1759690036542287 1.7220148507216475
0.025137405873025362 0.9057831980613484 79.36632883738481 2.033679907670284 2.0704983606003715
0.1096617084354229 3.550483020584072 80.20959808753906 1.825916284322085 1.7611127691489301
0.16019337708863873 8.883833202440801 86.5429446689814 2.122640923640704 2.0691658559810584
0.2506938112750427 18.226360793723828 89.50301934703728 2.106736981771113 1.7097516732064215
0.2491429035362879 20.015064621114707 70.61457097717923 2.289964919030093 1.836644596008372
0.13403799611072434 20.016441203600248 61.365321418877755 1.947851675542332 2.0897938971415013
0.04510492706141109 29.477216660427384 82.14454637073169 2.1210714577615124 2.2175355498704565
0.038249664530996534 28.82299420335302 76.40604536419023 1.9610851919097976 1.7118149856342222
0.07734650829256091 25.697024030079042 77.64473011473515 2.192609117074585 1.9715921175234168
0.29719550778191983 24.81939683327549 77.6913545397877 1.7673345894969732 2.139285331483821
0.2670334624157421 9.22596117656136 73.8629258888235 1.81118775174762 2.276313438871598
0.045929069050716836 28.790869170877308 73.6866750588466 1.9402818261764805 2.162646408089113
0.18430388999388925 24.85441471553555 65.66196632878156 1.7864351246545054 1.7657418152250135
0.2549069629263565 6.937648589390653 60.11129321250056 2.230773234106905 1.7693367881601882
0.0500224740334088 12.797817287966367 84.77214565671291 1.8427835257607807 1.705435999713431
0.21102210919844205 28.755970327351946 64.96636838388767 2.2050894436430517 1.981630613087092
