d2 phi1 phi2 r1 r2
0.0 0.0 60.0 1.7 1.7
0.025 2.5 77.5 1.95 2.05
0.3 30.0 90.0 2.3 2.3
0.275 22.5 82.5 1.85 2.25
0.125 12.5 87.5 2.15 1.85
0.075 27.5 67.5 1.75 1.75
0.17500000000000002 7.5 62.5 2.25 2.15
0.0 15.0 75.0 2.0 2.0
0.225 17.5 72.5 2.05 1.95
0.3 15.0 75.0 2.0 2.0
0.15 15.0 75.0 2.0 2.0
0.15 30.0 75.0 2.0 2.0
0.15 0.0 75.0 2.0 2.0
0.15 15.0 60.0 2.0 2.0
0.15 15.0 75.0 1.7 2.0
0.15 15.0 90.0 2.0 2.0
0.15 15.0 75.0 2.3 2.0
0.15 15.0 75.0 2.0 2.3
0.15 15.0 75.0 2.0 1.7
0.1270964398016714 11.503245564773334 62.13108174593661 2.2220072889480917 1.7709646555213598
0.15655449652502149 17.053018466059456 88.3124423554387 1.7361352829775618 1.8892570105545103
0.07500000000002988 15.840236111111109 81.66972222222222 1.850000000000022 1.850000000000016
0.03605896836395067 1.9244248904635308 62.81821532275325 1.7790787174426352 1.7120645277124962
0.22055820663677847 17.167557173726202 80.98437825952513 2.0487637235815157 2.273650180833934
0.0904724450023648 4.064221926673507 79.59602459571401 1.961518955159376 2.251689568246804
0.2604378172104643 24.21956876175032 73.60628048034206 1.7070284505110012 1.732602793003552
0.21132432057705985 7.136784641235258 81.90366088550309 2.2666234339903597 1.7348174961943252
0.11332555178774427 13.610905336681359 79.89234609300304 1.9300783365031384 1.8641252208893813
0.2842111771466773 0.7698815416359472 68.32886118884197 1.7792408638070918 1.7869086556060263
0.27111592192378003 8.764425803776465 80.0974963977273 1.9913765575607736 1.8390209758827227
0.2622863899874841 10.417005537966586 79.1841754919617 2.0067913895278737 2.2765007948377995
0.23221419980959165 3.9746290427394895 64.40839936201125 1.9523236800080592 1.7788896795746765
0.1368421700401439 5.434528852107091 83.32222685546259 1.9225116795307333 1.7461738681919796
0.1608532484110356 28.692171683878463 86.4612423068967 2.1140150121147356 1.8440121640278255
0.2389174423551995 13.716703600615714 84.46571456305706 1.9544193511339047 1.9132213090831576
0.28359046004372385 18.43394119430623 67.55822964738279 1.7692905782832489 1.7977726556279632
0.01959126214553406 7.3818955497289345 68.61154559758889 2.2549801471719157 2.2912948565859783
0.07482601231693536 1.75069076941766 71.22888549962748 1.882681044426392 2.0803986186467958
0.2098725180674254 8.783820943215567 71.48424177473562 2.0553382512571017 1.9732664896700158
0.1000522397373826 13.384065379776056 78.67153285698015 2.227540857818796 1.704730462105064
0.15916116436883454 10.278329530247712 77.31420732061025 2.088317992336421 2.11788945842087
0.20818692328036426 26.60882343652252 75.08162283435972 2.280971846176578 2.2712856183772523
0.09000867584277887 4.806913989604298 67.42196266617461 2.1439303506974605 2.298777350797204
0.1821748122034623 11.03782741611124 62.90411859535123 2.2995667963533024 2.285735398072292
0.2293685923073125 7.257051126044544 63.51961441154433 2.261499248130073 2.110960663210136
0.05070762183874839 13.71176283994102 68.13756230285593 2.1282601210460097 1.7420253140867867
0.16107690032471714 0.8985097471424808 79.04358968801084 2.02095011295625 1.7114737384692138
0.06685914540449407 7.951190950934461 76.79047217470344 1.9597905237687083 2.2563270844238703
0.2277847355150004 7.827134981431793 63.52140882511672 1.8071479808345936 2.279833982862736
0.09012110494754616 26.32196367522359 85.76332404695707 2.267016066164235 2.10541348858656
0.2532704884659072 3.0724127535724923 63.228531154487456 2.28553032105112 1.9900361211214352
0.1919115318225381 28.630014461780764 78.64996309359773 1.809819975247953 1.7003275789381973
0.22499999999999296 12.665738548050168 71.87537343632523 2.150000000000008 2.15000000000001
0.2758522220717462 10.769858350188963 78.0063860439388 1.9951353390250064 1.8899255359354856
0.12992323473038053 8.697403487758663 83.12618269705943 1.9918462693331989 2.2200731259554574
0.2628080543761722 3.476954064776392 85.90411947580758 1.888743977002572 2.032787035172156
0.011567173817699505 9.992161034229564 64.52804691933125 1.7413111786960245 1.901586525404153
0.05393858725006249 26.683437264475998 69.67000614139855 2.2275040026124424 2.2998851468701793
0.08707441276797853 21.718241955039773 85.01944931629895 1.8377404668151696 2.2630472130166317
0.003019108696827999 15.602442499070193 63.22417703306414 1.9936751812608189 2.0722999401679925
0.05560457609381485 28.315525720524587 67.95909973611143 2.0760238855754634 2.2119475856951074
0.07968976426243418 6.983180165433363 81.14844185768278 1.7499745878313997 1.7003985311541223
0.19183883234220306 29.020134061109466 87.39853022656443 2.2310131107270834 2.0690348123810582
0.0797716882010373 1.9822279155501576 70.73273652241015 1.7210960358297165 2.2774370442864798
0.2963667508000578 5.967340040005789 88.43465661334768 1.9353913640392757 1.8659898381255136
0.0073731072920898205 28.667051819412627 82.53096898604757 1.710857814920885 1.8794921867262893
0.040664529932551916 5.969728197764519 86.00582740978125 1.9279363422716105 1.9395334301947456
0.2826554157054144 16.46547802197914 84.49263093643067 1.8018917019030287 2.2893486663730056
0.22722196674651776 3.496758372887956 72.05064555011968 2.279056983930781 2.0072484295542705
0.16658823224008787 12.526176029905699 82.7458114906147 2.216954578355338 1.72144560950029
0.09019534760903004 0.6407604881504492 69.91788902277631 2.2070924521974318 1.7914186901907858
0.2032525067982031 23.074665749657733 84.65711725223608 2.296539849932457 2.194083031440522
0.01953644056464552 29.473346490021296 75.83144176718598 2.1219134096093986 1.9244375750043956
0.10676674639226044 11.13860832847498 68.61458138658988 1.8667939668772795 2.2664194798568595
0.1548371102223279 26.199582837057108 70.34569759868245 1.890817178576232 2.2912271387402634
0.1096617084354229 3.550483020584072 80.20959808753906 1.825916284322085 1.7611127691489301
0.22516099602972486 3.2004734040814036 73.83150657457224 1.779012369088674 2.2447390745063767
0.07499999999999997 19.334853429936288 76.83047842993629 1.85 1.85
0.2491429035362879 20.015064621114707 70.61457097717923 2.289964919030093 1.836644596008372
0.2788856218340263 17.659864640444226 83.1579260222688 2.2875621440214906 2.162326436969819
0.16748502725077455 26.263539722798892 87.19482375713763 1.7830621048186108 2.051766392912371
0.038249664530996534 28.82299420335302 76.40604536419023 1.9610851919097976 1.7118149856342222
0.2309367062033504 26.96475657905452 63.94727992098425 1.759255932074333 1.787950241690634
0.29719550778191983 24.81939683327549 77.6913545397877 1.7673345894969732 2.139285331483821
0.19885694356713596 1.2828941384339654 63.053107996336344 2.0119909939719856 1.746795690725495
0.05925573205382562 7.208769600905 77.88553340337731 2.1172078808837176 1.868872236376636
0.013275591394580876 0.9832770388009016 83.02397289254827 1.7698779524971495 1.9521401218835917
0.2549069629263565 6.937648589390653 60.11129321250056 2.230773234106905 1.7693367881601882
